"name","orig_name","state","county1","orig_county","established","discontinued","continuous","stamp_index","id","coordinates","duration","gnis_match","gnis_name","gnis_county","gnis_state","gnis_feature_id","gnis_feature_class","gnis_orig_name","gnis_orig_county","gnis_latitude","gnis_longitude","gnis_elev_in_m","gnis_dist","latitude","longitude","duration_category"
"MACHIAS","MACHIAS","NY","CATTARAUGUS","Cattaraugus",1828,NA,TRUE,0,34585,TRUE,150,TRUE,"MACHIAS","CATTARAUGUS","NY",2598457,"Post Office","Machias Post Office","Cattaraugus",42.420985,-78.4928241,513,1,42.420985,-78.4928241,">=100"
"MADDEN","MADDEN","SC","LAURENS","Laurens",1886,1913,TRUE,4,34654,TRUE,27,TRUE,"MADDEN","LAURENS","SC",1246515,"Populated Place","Madden","Laurens",34.4595668,-82.0534336,217,1,34.4595668,-82.0534336,"1-50"
"MADRAS","MADRAS","GA","COWETA","Coweta",1902,NA,TRUE,0,34710,TRUE,150,TRUE,"MADRAS","COWETA","GA",317595,"Populated Place","Madras","Coweta",33.4401147,-84.7421562,299,1,33.4401147,-84.7421562,">=100"
"MAGNOLIA","MAGNOLIA","MS","PIKE","Pike",1856,NA,TRUE,0,34775,TRUE,150,TRUE,"MAGNOLIA","PIKE","MS",2768717,"Post Office","Magnolia Post Office","Pike",31.1453503,-90.4591322,97,1,31.1453503,-90.4591322,">=100"
"MAINVILLE","MAIN(E)VILLE","PA","COLUMBIA","Columbia",1847,1943,TRUE,2,34835,TRUE,96,TRUE,"MAINVILLE","COLUMBIA","PA",1180237,"Populated Place","Mainville","Columbia",40.9759198,-76.374387,165,1,40.9759198,-76.374387,"50-100"
"MALONE","MALONE","GA","CRISP","Crisp",1904,1917,TRUE,4,34902,TRUE,13,TRUE,"MALONE","CRISP","GA",356221,"Populated Place","Malone","Crisp",31.8993436,-83.6132229,124,1,31.8993436,-83.6132229,"1-50"
"MANATAWNY","MANATAWNY","PA","BERKS","Berks",1851,1968,TRUE,1,34956,TRUE,117,TRUE,"MANATAWNY","BERKS","PA",1180258,"Populated Place","Manatawny","Berks",40.3837052,-75.7326915,104,1,40.3837052,-75.7326915,">=100"
"MANDEVILLE","MANDEVILLE","MO","CARROLL","Carroll",1854,1903,TRUE,4,35003,TRUE,49,TRUE,"MANDEVILLE","CARROLL","MO",721787,"Populated Place","Mandeville","Carroll",39.4964076,-93.6210458,295,1,39.4964076,-93.6210458,"1-50"
"MANNASSA","MANNASSA","MS","CLARKE","Clarke",1901,1916,TRUE,4,35057,TRUE,15,TRUE,"MANNASSA","CLARKE","MS",692040,"Populated Place","Mannassa","Clarke",31.9973723,-88.5764256,99,1,31.9973723,-88.5764256,"1-50"
"MANSFIELD","MANSFIELD","GA","NEWTON","Newton",1897,NA,TRUE,0,35111,TRUE,150,TRUE,"MANSFIELD","NEWTON","GA",2792396,"Post Office","Mansfield Post Office","Newton",33.5184776,-83.734924,234,1,33.5184776,-83.734924,">=100"
"MAPLE CANE","MAPLE CANE","SC","COLLETON","Colleton",1879,1895,TRUE,6,35173,TRUE,16,TRUE,"MAPLE CANE","COLLETON","SC",1224300,"School","Maple Cane School","Colleton",33.0307229,-80.5356562,30,1,33.0307229,-80.5356562,"1-50"
"MAPLEWOOD","MAPLEWOOD","MA","MIDDLESEX","Middlesex",1858,1887,TRUE,5,35228,TRUE,29,TRUE,"MAPLEWOOD","MIDDLESEX","MA",612775,"Populated Place","Maplewood","Middlesex",42.4362074,-71.0508849,15,1,42.4362074,-71.0508849,"1-50"
"MARCELLUS FALLS","MARCELLUS FALLS","NY","ONONDAGA","Onondaga",1840,1965,TRUE,1,35281,TRUE,125,TRUE,"MARCELLUS FALLS","ONONDAGA","NY",956497,"Populated Place","Marcellus Falls","Onondaga",43.0050659,-76.3379866,155,1,43.0050659,-76.3379866,">=100"
"MARIE","MARIE","MS","SUNFLOWER","Sunflower",1904,1914,TRUE,4,35345,TRUE,10,TRUE,"MARIE","SUNFLOWER","MS",686543,"School","Marie School (historical)","Sunflower",33.5181719,-90.7145377,37,1,33.5181719,-90.7145377,"1-50"
"MARIONVILLE","MARIONVILLE","LA","ALLEN","Allen",1910,1913,TRUE,5,35399,TRUE,3,TRUE,"MARIONVILLE","ALLEN","LA",1630169,"Populated Place","Marionville (historical)","Allen",30.815194,-92.8418167,39,1,30.815194,-92.8418167,"1-50"
"MARLING","MARLING","MO","MONTGOMERY","Montgomery",1894,1954,TRUE,1,35458,TRUE,60,TRUE,"MARLING","MONTGOMERY","MO",741042,"Populated Place","Marling","Montgomery",39.1339311,-91.3098742,221,1,39.1339311,-91.3098742,"50-100"
"MARSHALL","MARSHALL","MS","SUNFLOWER","Sunflower",1892,1906,TRUE,5,35520,TRUE,14,TRUE,"MARSHALL","SUNFLOWER","MS",673163,"Cemetery","Marshall Cemetery","Sunflower",33.7631632,-90.5900874,42,1,33.7631632,-90.5900874,"1-50"
"MARTHASVILLE","MARTHASVILLE","GA","FULTON","Fulton",1842,1846,TRUE,7,35577,TRUE,4,TRUE,"MARTHASVILLE","FULTON","GA",351615,"Populated Place","Marthasville","Fulton",33.7489954,-84.3879824,320,1,33.7489954,-84.3879824,"1-50"
"MARTINTOWN","MARTINTOWN","PA","INDIANA","Indiana",1894,1905,TRUE,5,35635,TRUE,11,TRUE,"MARTINTOWN","INDIANA","PA",1204113,"Populated Place","Martintown","Indiana",40.6422896,-78.8516947,596,1,40.6422896,-78.8516947,"1-50"
"MASCOTTE","MASCOTTE","AL","BULLOCK","Bullock",1896,1905,TRUE,5,35698,TRUE,9,TRUE,"MASCOTTE","BULLOCK","AL",135241,"Locale","Mascotte (historical)","Bullock",32.045985,-85.8302285,177,1,32.045985,-85.8302285,"1-50"
"MASSEY","MASSEY","AL","MORGAN","Morgan",1888,1905,TRUE,5,35752,TRUE,17,TRUE,"MASSEY","MORGAN","AL",160053,"Populated Place","Massey","Morgan",34.3703749,-87.0222315,187,1,34.3703749,-87.0222315,"1-50"
"MATTANAWCOOK","MATTANAWCOOK","ME","PENOBSCOT","Penobscot",1826,1833,TRUE,6,35808,TRUE,7,TRUE,"MATTANAWCOOK","PENOBSCOT","ME",1913669,"Post Office","Mattanawcook Post Office","Penobscot",45.3663125,-68.5049916,62,1,45.3663125,-68.5049916,"1-50"
"MAURICE","MAURICE","LA","VERMILION","Vermilion",1895,NA,TRUE,0,35868,TRUE,150,TRUE,"MAURICE","VERMILION","LA",536939,"Populated Place","Maurice","Vermilion",30.1085368,-92.1245688,6,1,30.1085368,-92.1245688,">=100"
"MAYDAY","MAYDAY","TN","WASHINGTON","Washington",1883,1900,TRUE,5,35935,TRUE,17,TRUE,"MAYDAY","WASHINGTON","TN",1328850,"Populated Place","Mayday","Washington",36.2101063,-82.4970892,490,1,36.2101063,-82.4970892,"1-50"
"MAYSIE","MAYSIE","GA","JEFF DAVIS","Jeff Davis",1900,1903,TRUE,6,35993,TRUE,3,TRUE,"MAYSIE","JEFF DAVIS","GA",335122,"Populated Place","Maysie (historical)","Jeff Davis",31.8657439,-82.5379119,76,1,31.8657439,-82.5379119,"1-50"
"MC CALL CREEK","MC CALL(S) CREEK","MS","FRANKLIN","Franklin",1827,NA,TRUE,0,36067,TRUE,150,TRUE,"MCCALL CREEK","FRANKLIN","MS",2768803,"Post Office","McCall Creek Post Office","Franklin",31.5119843,-90.7018151,88,0.923076923076923,31.5119843,-90.7018151,">=100"
"MC CULLUM","MC CULLUM","AL","WALKER","Walker",1903,1909,TRUE,5,36144,TRUE,6,TRUE,"MCCULLUM","WALKER","AL",122485,"Populated Place","McCullum","Walker",33.8178858,-87.3252837,131,1,33.8178858,-87.3252837,"1-50"
"MC GEHEES","MC GEHEES","AL","MONTGOMERY","Montgomery",1875,1877,TRUE,8,36211,TRUE,2,TRUE,"MCGEHEES","MONTGOMERY","AL",169332,"Populated Place","McGehees","Montgomery",32.2698631,-86.3746921,72,1,32.2698631,-86.3746921,"1-50"
"MC LARTY","MC LARTY","AL","BLOUNT","Blount",1883,1907,TRUE,5,36295,TRUE,24,TRUE,"MCLARTY","BLOUNT","AL",122582,"Populated Place","McLarty","Blount",34.1767623,-86.401929,249,1,34.1767623,-86.401929,"1-50"
"MC WHIRTERSVILLE","MC WHIRTERSVILLE","TN","DAVIDSON","Davidson",1852,1852,TRUE,9,36381,TRUE,0,TRUE,"MCWHIRTERSVILLE","DAVIDSON","TN",1306381,"Populated Place","McWhirtersville","Davidson",36.1625566,-86.6699968,164,1,36.1625566,-86.6699968,"<=1"
"MCDONALD","MCDONALD","PA","WASHINGTON","Washington",1872,NA,TRUE,0,36435,TRUE,150,TRUE,"MCDONALD","WASHINGTON","PA",2431906,"Post Office","McDonald Post Office","Washington",40.3679005,-80.2354702,301,1,40.3679005,-80.2354702,">=100"
"MCLEAN","MCLEAN","NY","TOMPKINS","Tompkins",1826,NA,TRUE,0,36496,TRUE,150,TRUE,"MCLEAN","TOMPKINS","NY",2599271,"Post Office","McLean Post Office","Tompkins",42.5519625,-76.2910747,342,1,42.5519625,-76.2910747,">=100"
"MEADVILLE","MEADVILLE","AL","MONTGOMERY","Montgomery",1885,1905,TRUE,5,36570,TRUE,20,TRUE,"MEADVILLE","MONTGOMERY","AL",156693,"Populated Place","Meadville","Montgomery",32.067926,-86.1438495,128,1,32.067926,-86.1438495,"1-50"
"MEDFORD","MEDFORD","MO","JOHNSON","Johnson",1905,1937,FALSE,2,36628,TRUE,32,TRUE,"MEDFORD","JOHNSON","MO",758440,"Populated Place","Medford","Johnson",38.6516791,-94.0071638,267,1,38.6516791,-94.0071638,"1-50"
"MEHAFFEY","MEHAFFEY","AL","WASHINGTON","Washington",1903,1908,TRUE,6,36686,TRUE,5,TRUE,"MEHAFFEY","WASHINGTON","AL",152296,"Populated Place","Mehaffey","Washington",31.6176615,-88.398631,86,1,31.6176615,-88.398631,"1-50"
"MELROSE HIGHLANDS","MELROSE HIGHLANDS","MA","MIDDLESEX","Middlesex",1874,1897,TRUE,5,36743,TRUE,23,TRUE,"MELROSE HIGHLANDS","MIDDLESEX","MA",612781,"Populated Place","Melrose Highlands","Middlesex",42.470929,-71.061441,29,1,42.470929,-71.061441,"1-50"
"MENDON","MENDON","MA","WORCESTER","Worcester",1794,NA,TRUE,0,36796,TRUE,150,TRUE,"MENDON","WORCESTER","MA",1980084,"Post Office","Mendon Post Office","Worcester",42.1053152,-71.5522377,113,1,42.1053152,-71.5522377,">=100"
"MERCUR","MERCUR","PA","BRADFORD","Bradford",1872,1903,TRUE,4,36853,TRUE,31,TRUE,"MERCUR","BRADFORD","PA",1204154,"Populated Place","Mercur","Bradford",41.802575,-76.3277141,422,1,41.802575,-76.3277141,"1-50"
"MERRICK","MERRICK","NY","NASSAU","Nassau",1802,NA,FALSE,0,36909,TRUE,150,TRUE,"MERRICK","NASSAU","NY",2074673,"Post Office","Merrick Post Office","Nassau",40.6567317,-73.5481707,3,1,40.6567317,-73.5481707,">=100"
"MERWINBURGH","MERWINBURGH","PA","MONROE","Monroe",1848,1886,TRUE,6,36972,TRUE,38,TRUE,"MERWINSBURG","MONROE","PA",1204161,"Populated Place","Merwinsburg","Monroe",40.9662017,-75.4674079,299,0.818181818181818,40.9662017,-75.4674079,"1-50"
"MEXICO","MEXICO","PA","JUNIATA","Juniata",1815,NA,TRUE,0,37034,TRUE,150,TRUE,"MEXICO","JUNIATA","PA",2773203,"Post Office","Mexico Post Office","Juniata",40.5368342,-77.3529257,131,1,40.5368342,-77.3529257,">=100"
"MIDDLE FORK","MIDDLE FORK","MO","MACON","Macon",1839,1858,TRUE,6,37084,TRUE,19,TRUE,"MIDDLE FORK","MACON","MO",766972,"Civil","Township of Middle Fork","Macon",39.6493651,-92.3543186,228,NA,39.6493651,-92.3543186,"1-50"
"MIDDLESEX","MIDDLESEX","PA","CUMBERLAND","Cumberland",1876,1909,TRUE,4,37141,TRUE,33,TRUE,"MIDDLESEX","CUMBERLAND","PA",1181065,"Populated Place","Middlesex","Cumberland",40.2345324,-77.136091,133,1,40.2345324,-77.136091,"1-50"
"MIDLAND PARK","MIDLAND PARK","NJ","BERGEN","Bergen",1873,NA,FALSE,0,37195,TRUE,150,TRUE,"MIDLAND PARK","BERGEN","NJ",2054698,"Post Office","Midland Park Post Office","Bergen",40.9889024,-74.1409363,79,1,40.9889024,-74.1409363,">=100"
"MILAN","MILAN","TN","GIBSON","Gibson",1878,NA,TRUE,0,37259,TRUE,150,TRUE,"MILAN","GIBSON","TN",1651867,"Post Office","Milan Post Office","Gibson",35.9191582,-88.7579379,129,1,35.9191582,-88.7579379,">=100"
"MILFORD CENTRE","MILFORD CENTRE","MA","WORCESTER","Worcester",1823,1829,TRUE,9,37312,TRUE,6,TRUE,"MILFORD CENTRE","WORCESTER","MA",1980102,"Post Office","Milford Centre Post Office","Worcester",42.1387052,-71.5221627,95,1,42.1387052,-71.5221627,"1-50"
"MILL SPRING","MILL SPRING","TN","JEFFERSON","Jefferson",1848,1901,FALSE,4,37378,TRUE,53,TRUE,"MILL SPRING","JEFFERSON","TN",1315512,"Populated Place","Mill Spring","Jefferson",36.1564768,-83.5254541,298,1,36.1564768,-83.5254541,"50-100"
"MILLER STATION","MILLER STATION","GA","CHATHAM","Chatham",1873,1883,TRUE,6,37430,TRUE,10,TRUE,"MILLERS STATION","CHATHAM","GA",1694601,"Locale","Millers Station (historical)","Chatham",31.9877086,-81.2248336,6,0.928571428571429,31.9877086,-81.2248336,"1-50"
"MILLIKIN","MILLIKIN","LA","EAST CARROLL","East Carroll",1904,1929,TRUE,3,37495,TRUE,25,TRUE,"MILLIKIN","EAST CARROLL","LA",537146,"Populated Place","Millikin","East Carroll",32.9617919,-91.2259441,33,1,32.9617919,-91.2259441,"1-50"
"MILLVILLE","MILLVILLE","MO","RAY","Ray",1849,1906,TRUE,4,37553,TRUE,57,TRUE,"MILLVILLE","RAY","MO",730148,"Populated Place","Millville","Ray",39.4052897,-93.917995,237,1,39.4052897,-93.917995,"50-100"
"MILTON","MILTON","MO","RANDOLPH","Randolph",1840,1872,TRUE,5,37607,TRUE,32,TRUE,"MILTON","RANDOLPH","MO",729341,"Populated Place","Milton","Randolph",39.4700363,-92.3290684,252,1,39.4700363,-92.3290684,"1-50"
"MINDEN","MINDEN","NY","MONTGOMERY","Montgomery",1802,1903,FALSE,3,37664,TRUE,101,TRUE,"MINDEN","MONTGOMERY","NY",979223,"Civil","Town of Minden","Montgomery",42.9271412,-74.697488,172,1,42.9271412,-74.697488,">=100"
"MINESITE","MINESITE","PA","LEHIGH","Lehigh",1893,1903,TRUE,5,37723,TRUE,10,TRUE,"MINESITE","LEHIGH","PA",1195969,"Populated Place","Minesite","Lehigh",40.5531528,-75.5293513,147,1,40.5531528,-75.5293513,"1-50"
"MINTA","MINTA","PA","INDIANA","Indiana",1862,1873,TRUE,5,37790,TRUE,11,TRUE,"MINTA","INDIANA","PA",1172388,"Populated Place","Minta","Indiana",40.69951,-78.911975,489,1,40.69951,-78.911975,"1-50"
"MITCHELL","MITCHELL","AR","FULTON","Fulton",1880,1954,TRUE,1,37848,TRUE,74,TRUE,"MITCHELL","FULTON","AR",58196,"Populated Place","Mitchell","Fulton",36.3236769,-92.0126519,273,1,36.3236769,-92.0126519,"50-100"
"MOCCASIN SPRINGS","MOCCASIN SPRINGS","MO","CAPE GIRARDEAU","Cape Girardeau",1903,1909,TRUE,4,37911,TRUE,6,TRUE,"MOCCASIN SPRINGS","CAPE GIRARDEAU","MO",741076,"Populated Place","Moccasin Springs","Cape Girardeau",37.4517161,-89.4584268,108,1,37.4517161,-89.4584268,"1-50"
"MOHOBA","MOHOBA","MS","GREENE","Greene",1905,1932,TRUE,2,37969,TRUE,27,TRUE,"MOHOBA","GREENE","MS",686454,"Populated Place","Mohoba (historical)","Greene",31.0718489,-88.4500162,78,1,31.0718489,-88.4500162,"1-50"
"MONETTE'S FERRY","MONETTE'S FERRY","LA","NATCHITOCHES","Natchitoches",1879,1879,TRUE,9,38029,TRUE,0,TRUE,"MONETTES FERRY","NATCHITOCHES","LA",555350,"Locale","Monettes Ferry","Natchitoches",31.492117,-92.8340434,31,1,31.492117,-92.8340434,"<=1"
"MONROE","MONROE","PA","BEDFORD","Bedford",1850,1852,TRUE,9,38083,TRUE,2,TRUE,"MONROE","BEDFORD","PA",1215903,"Civil","Township of Monroe","Bedford",39.8787454,-78.3815464,433,NA,39.8787454,-78.3815464,"1-50"
"MONTBROOK","MONTBROOK","FL","LEVY","Levy",1899,1955,TRUE,1,38135,TRUE,56,TRUE,"MONTBROOK","LEVY","FL",287075,"Populated Place","Montbrook","Levy",29.3271928,-82.4503813,22,1,29.3271928,-82.4503813,"50-100"
"MONTGOMERY","MONTGOMERY","MS","HOLMES","Holmes/Madison",1837,1846,FALSE,6,38191,TRUE,9,TRUE,"MONTGOMERY","HOLMES","MS",673739,"Populated Place","Montgomery","Holmes",33.2973452,-90.3267521,36,1,33.2973452,-90.3267521,"1-50"
"MONTPELIER","MONTPELIER","VT","WASHINGTON","Washington",1798,NA,TRUE,0,38242,TRUE,150,TRUE,"MONTPELIER","WASHINGTON","VT",1919130,"Post Office","Montpelier Post Office","Washington",44.260951,-72.5775978,159,1,44.260951,-72.5775978,">=100"
"MOON LAKE","MOON LAKE","MS","COAHOMA","Coahoma",1850,1872,FALSE,8,38303,TRUE,22,TRUE,"MOON LAKE","COAHOMA","MS",689308,"Populated Place","Moon Lake (historical)","Coahoma",34.4401055,-90.4953786,54,1,34.4401055,-90.4953786,"1-50"
"MOORINGSPORT","MOORING(')SPORT","LA","CADDO","Caddo",1854,NA,FALSE,0,38361,TRUE,150,TRUE,"MOORINGSPORT","CADDO","LA",1631887,"Post Office","Mooringsport Post Office","Caddo",32.6921198,-93.9592931,59,1,32.6921198,-93.9592931,">=100"
"MORFORD","MORFORD","PA","GREENE","Greene",1891,1908,TRUE,4,38418,TRUE,17,TRUE,"MORFORD","GREENE","PA",1204209,"Populated Place","Morford","Greene",39.7970253,-80.4781305,428,1,39.7970253,-80.4781305,"1-50"
"MORMON SPRINGS","MORMON SPRINGS","MS","MONROE","Monroe",1854,1860,TRUE,8,38474,TRUE,6,TRUE,"MORMON SPRINGS","MONROE","MS",709363,"Populated Place","Mormon Springs","Monroe",33.8264996,-88.2955927,81,1,33.8264996,-88.2955927,"1-50"
"MORRISON","MORRISON","PA","LUZERNE","Luzerne",1852,1879,TRUE,6,38530,TRUE,27,TRUE,"HARRISON","LUZERNE","PA",2800929,"Cemetery","Harrison Cemetery","Luzerne",41.1998174,-76.2167909,306,0.75,41.1998174,-76.2167909,"1-50"
"MORTIMER","MORTIMER","TN","MCMINN","McMinn",1885,1893,TRUE,4,38587,TRUE,8,TRUE,"MORTIMER","MCMINN","TN",1315646,"Populated Place","Mortimer","McMinn",35.4086851,-84.4865955,247,1,35.4086851,-84.4865955,"1-50"
"MOSHANNON","MOSHANNON","PA","CENTRE","Centre",1881,NA,TRUE,0,38651,TRUE,150,TRUE,"MOSHANNON","CENTRE","PA",2773215,"Post Office","Moshannon Post Office","Centre",41.031917,-78.0039645,469,1,41.031917,-78.0039645,">=100"
"MOULTRIE","MOULTRIE","FL","ST. JOHNS","St Johns",1882,1947,TRUE,1,38721,TRUE,65,TRUE,"MOULTRIE","ST. JOHNS","FL",308041,"Populated Place","Moultrie","St. Johns",29.8202475,-81.3225716,10,1,29.8202475,-81.3225716,"50-100"
"MOUNT BETHEL","MOUNT BETHEL","SC","NEWBERRY","Newberry",1833,1866,TRUE,7,38773,TRUE,33,TRUE,"MOUNT BETHEL","NEWBERRY","SC",1228747,"Populated Place","Mount Bethel (historical)","Newberry",34.3381956,-81.562327,165,1,34.3381956,-81.562327,"1-50"
"MOUNT HICKORY","MOUNT HICKORY","GA","CHATTOOGA","Chattooga",1850,1857,TRUE,8,38837,TRUE,7,TRUE,"MOUNT HICKORY","CHATTOOGA","GA",356061,"Populated Place","Mount Hickory","Chattooga",34.4656427,-85.2691208,217,1,34.4656427,-85.2691208,"1-50"
"MOUNT MARION","MOUNT MARION","NY","ULSTER","Ulster",1906,NA,TRUE,0,38899,TRUE,150,TRUE,"MOUNT MARION","ULSTER","NY",2599327,"Post Office","Mount Marion Post Office","Ulster",42.0376505,-73.9824965,51,1,42.0376505,-73.9824965,">=100"
"MOUNT PLEASANT","MOUNT PLEASANT","AR","BOONE","Boone",1852,1871,TRUE,5,38952,TRUE,19,TRUE,"MOUNT PLEASANT","BOONE","AR",69306,"Populated Place","Mount Pleasant (historical)","Boone",36.1820168,-93.0343409,335,1,36.1820168,-93.0343409,"1-50"
"MOUNT SINAI","MOUNT SINAI","NY","SUFFOLK","Suffolk",1840,NA,TRUE,0,39008,TRUE,150,TRUE,"MOUNT SINAI","SUFFOLK","NY",2713587,"Post Office","Mount Sinai Post Office","Suffolk",40.9355007,-73.0203539,48,1,40.9355007,-73.0203539,">=100"
"MOUNT WASHINGTON","MOUNT WASHINGTON","PA","ALLEGHENY","Allegheny",1868,1878,TRUE,6,39065,TRUE,10,TRUE,"MOUNT WASHINGTON","ALLEGHENY","PA",2431918,"Post Office","Mount Washington Post Office","Allegheny",40.4302708,-80.0071912,341,1,40.4302708,-80.0071912,"1-50"
"MOUNTAIN LAKE","MOUNTAIN LAKE","PA","BRADFORD","Bradford",1861,1901,TRUE,4,39123,TRUE,40,TRUE,"MOUNTAIN LAKE","BRADFORD","PA",1204234,"Populated Place","Mountain Lake","Bradford",41.7622971,-76.5832803,434,1,41.7622971,-76.5832803,"1-50"
"MOUNTVILLE","MOUNTVILLE","SC","LAURENS","Laurens",1832,NA,FALSE,0,39178,TRUE,150,TRUE,"MOUNTVILLE","LAURENS","SC",1249752,"Populated Place","Mountville","Laurens",34.3629042,-81.9676061,191,1,34.3629042,-81.9676061,">=100"
"MUDLIC","MUDLIC","SC","NEWBERRY","Newberry",1894,1904,TRUE,5,39254,TRUE,10,TRUE,"MUDLICK","NEWBERRY","SC",1230079,"Populated Place","Mudlick","Newberry",34.2695756,-81.869557,156,0.833333333333333,34.2695756,-81.869557,"1-50"
"MUNCY VALLEY","MUNCY VALLEY","PA","SULLIVAN","Sullivan",1878,NA,TRUE,0,39329,TRUE,150,TRUE,"MUNCY VALLEY","SULLIVAN","PA",2773219,"Post Office","Muncy Valley Post Office","Sullivan",41.3437966,-76.5864332,264,1,41.3437966,-76.5864332,">=100"
"MURRAY HILL","MURRAY HILL","NJ","UNION","Union",1885,1967,TRUE,1,39391,TRUE,82,TRUE,"MURRAY HILL","UNION","NJ",878664,"Populated Place","Murray Hill","Union",40.6953793,-74.4009849,80,1,40.6953793,-74.4009849,"50-100"
"MYERS","MYERS","NY","TOMPKINS","Tompkins",1882,1973,TRUE,1,39452,TRUE,91,TRUE,"MYERS","TOMPKINS","NY",958226,"Populated Place","Myers","Tompkins",42.5395164,-76.5393863,148,1,42.5395164,-76.5393863,"50-100"
"NABORTON","NABORTON","LA","DE SOTO","De Soto",1886,1955,FALSE,1,39510,TRUE,69,TRUE,"NABORTON","DE SOTO","LA",543505,"Populated Place","Naborton","De Soto",32.0418289,-93.5832344,72,1,32.0418289,-93.5832344,"50-100"
"NANTICOKE","NANTICOKE","NY","BROOME","Broome",1807,1954,FALSE,1,39568,TRUE,147,TRUE,"NANTICOKE","BROOME","NY",958247,"Populated Place","Nanticoke","Broome",42.2747964,-76.0540917,332,1,42.2747964,-76.0540917,">=100"
"NARRAGANSETT","NARRAGANSETT (1)","RI","WASHINGTON","Washington",1848,1892,TRUE,2,39625,TRUE,44,TRUE,"NARRAGANSETT","WASHINGTON","RI",1219859,"Post Office","Narragansett Post Office","Washington",41.4311591,-71.4571069,3,1,41.4311591,-71.4571069,"1-50"
"NATHAN","NATHAN","AL","WINSTON","Winston",1908,1915,TRUE,4,39698,TRUE,7,TRUE,"NATHAN","WINSTON","AL",162097,"Locale","Nathan (historical)","Winston",34.0814927,-87.1961211,228,1,34.0814927,-87.1961211,"1-50"
"NEAL","NEAL","GA","PIKE","Pike",1886,1929,TRUE,3,39758,TRUE,43,TRUE,"NEAL","PIKE","GA",326416,"Populated Place","Neal","Pike",33.05096,-84.4857569,247,1,33.05096,-84.4857569,"1-50"
"NEELLY","NEELLY","AR","YELL","Yell",1885,1906,TRUE,5,39824,TRUE,21,TRUE,"NEELLY","YELL","AR",77836,"Populated Place","Neelly","Yell",35.1159203,-93.0812852,103,1,35.1159203,-93.0812852,"1-50"
"NELSONVILLE","NELSONVILLE","NJ","MONMOUTH","Monmouth",1887,1923,TRUE,3,39892,TRUE,36,TRUE,"NELSONVILLE","MONMOUTH","NJ",878706,"Populated Place","Nelsonville","Monmouth",40.1703892,-74.534876,34,1,40.1703892,-74.534876,"1-50"
"NESQUEHONING","NESQUEHONING","PA","CARBON","Carbon",1838,NA,TRUE,0,39953,TRUE,150,TRUE,"NESQUEHONING","CARBON","PA",2772862,"Post Office","Nesquehoning Post Office","Carbon",40.863071,-75.8161415,248,1,40.863071,-75.8161415,">=100"
"NEW ATHENS","NEW ATHENS","PA","CLARION","Clarion",1850,1906,FALSE,4,40021,TRUE,56,TRUE,"NEW ATHENS","CLARION","PA",1182284,"Populated Place","New Athens","Clarion",41.0136749,-79.5367121,425,1,41.0136749,-79.5367121,"50-100"
"NEW BROOKLYN","NEW BROOKLYN","NJ","MIDDLESEX","Middlesex",1877,1887,TRUE,2,40075,TRUE,10,TRUE,"NEW BROOKLYN","MIDDLESEX","NJ",880744,"Populated Place","New Brooklyn","Middlesex",40.5792701,-74.4115401,21,1,40.5792701,-74.4115401,"1-50"
"NEW FAIRFIELD","NEW FAIRFIELD","CT","FAIRFIELD","Fairfield",1827,1901,TRUE,5,40133,TRUE,74,TRUE,"NEW FAIRFIELD","FAIRFIELD","CT",1942541,"Post Office","New Fairfield Post Office","Fairfield",41.4648573,-73.4874107,190,1,41.4648573,-73.4874107,"50-100"
"NEW HAVEN","NEW HAVEN","CT","NEW HAVEN","New Haven",1773,NA,TRUE,0,40179,TRUE,150,TRUE,"NEW HAVEN","NEW HAVEN","CT",1932480,"Post Office","New Haven Post Office","New Haven",41.2992622,-72.9198216,1,1,41.2992622,-72.9198216,">=100"
"NEW LEBANON","NEW LEBANON","NY","COLUMBIA","Columbia",1794,NA,FALSE,0,40228,TRUE,150,TRUE,"NEW LEBANON","COLUMBIA","NY",2780791,"Post Office","New Lebanon Post Office","Columbia",42.4682314,-73.3911826,219,1,42.4682314,-73.3911826,">=100"
"NEW MILLTOWN","NEW MILLTOWN","PA","LANCASTER","Lancaster",1850,1865,TRUE,5,40276,TRUE,15,TRUE,"NEW MILLTOWN","LANCASTER","PA",1214392,"Post Office","New Milltown Post Office (historical)","Lancaster",40.0209344,-76.058841,124,1,40.0209344,-76.058841,"1-50"
"NEW ROWLEY","NEW ROWLEY","MA","ESSEX","Essex",1824,1838,TRUE,8,40336,TRUE,14,TRUE,"NEW ROWLEY","ESSEX","MA",1979320,"Post Office","New Rowley Post Office","Essex",42.7207974,-70.9922861,28,1,42.7207974,-70.9922861,"1-50"
"NEW WAKEFIELD","NEW WAKEFIELD","AL","WASHINGTON","Washington",1834,1866,TRUE,4,40392,TRUE,32,TRUE,"NEW WAKEFIELD","WASHINGTON","AL",169292,"Post Office","New Wakefield Post Office","Washington",31.3473907,-88.0319464,20,1,31.3473907,-88.0319464,"1-50"
"NEWBURGH","NEWBURGH","MO","MACON","Macon",1850,1873,FALSE,5,40443,TRUE,23,TRUE,"NEWBURG","MACON","MO",742701,"School","Newburg School","Macon",40.023922,-92.594636,275,0.875,40.023922,-92.594636,"1-50"
